SRR057629	SRR057630	SRR057632	SRR057649	SRR057650	SRR057651
ENSG00000266822	0	1	0	0	0	1
ENSG00000266823	0	0	0	0	0	0
ENSG00000266824	0	0	0	0	0	0
ENSG00000266825	0	0	0	0	0	0
ENSG00000266826	5	3	9	1	4	7
ENSG00000266827	0	0	0	0	0	0
ENSG00000266828	1	0	0	0	0	0
ENSG00000266829	0	0	0	0	0	0
ENSG00000266830	0	1	0	0	0	0
ENSG00000266831	0	1	0	0	0	1
ENSG00000266832	0	0	1	0	0	0
ENSG00000266833	0	0	0	0	0	0
ENSG00000266834	0	0	0	0	0	0
ENSG00000266835	22	19	2	10	16	3
ENSG00000266836	1	1	0	0	0	0
ENSG00000266837	0	0	0	0	0	0
ENSG00000266838	0	0	0	0	0	0
ENSG00000266839	0	0	0	0	0	0
ENSG00000266840	0	0	0	0	0	0
ENSG00000266841	0	0	0	0	0	0
ENSG00000266842	0	0	0	0	0	0
ENSG00000266843	0	0	0	0	0	0
ENSG00000266844	0	0	0	0	0	1
ENSG00000266845	0	0	0	0	0	0
ENSG00000266846	0	0	0	0	0	0
ENSG00000266847	0	0	0	0	0	0
ENSG00000266849	0	0	0	0	0	0
ENSG00000266850	0	0	1	0	0	0
ENSG00000266851	0	0	0	0	0	0
ENSG00000266852	0	1	2	0	0	0
ENSG00000266853	6	2	2	5	3	3
ENSG00000266854	0	0	0	0	0	0
ENSG00000266855	0	0	0	0	0	0
ENSG00000266856	0	0	0	0	0	0
ENSG00000266857	0	0	0	0	0	0
ENSG00000266858	0	0	0	0	0	0
ENSG00000266859	0	0	0	0	0	0
ENSG00000266860	0	0	0	0	0	0
ENSG00000266861	0	0	1	0	0	0
ENSG00000266862	0	0	0	0	0	0
ENSG00000266863	0	0	1	0	0	0
ENSG00000266864	0	0	0	0	0	0
ENSG00000266865	10	8	17	12	13	7
ENSG00000266866	0	0	0	0	0	0
ENSG00000266867	0	0	1	0	1	0
ENSG00000266868	0	0	0	0	0	0
ENSG00000266869	0	0	0	0	0	0
ENSG00000266870	0	0	0	0	0	0
ENSG00000266871	0	0	0	0	0	0
ENSG00000266872	0	0	0	0	0	0
ENSG00000266874	0	0	0	0	0	0
ENSG00000266875	0	2	0	0	0	0
ENSG00000266876	37	17	38	22	33	27
ENSG00000266877	0	0	0	0	1	0
ENSG00000266879	0	0	0	0	0	0
ENSG00000266880	0	0	0	0	0	0
ENSG00000266881	0	0	0	0	0	0
ENSG00000266882	0	0	0	0	0	0
ENSG00000266883	0	0	0	0	0	0
ENSG00000266884	0	0	0	0	0	0
ENSG00000266885	0	1	0	0	0	0
ENSG00000266886	0	0	0	0	0	0
ENSG00000266887	0	0	0	0	0	0
ENSG00000266888	0	0	0	0	0	0
ENSG00000266889	0	1	0	0	0	0
ENSG00000266890	0	0	0	0	0	0
ENSG00000266891	17	11	3	6	10	8
ENSG00000266892	0	0	0	0	0	0
ENSG00000266893	0	0	0	0	0	0
ENSG00000266895	2	0	1	1	0	0
ENSG00000266896	10	10	3	4	6	9
ENSG00000266897	0	0	2	0	1	1
ENSG00000266899	4	4	4	5	1	2
ENSG00000266900	0	1	1	0	0	0
ENSG00000266901	0	0	1	0	0	0
ENSG00000266903	0	0	6	3	4	1
ENSG00000266904	29	13	34	25	12	13
ENSG00000266905	0	1	1	0	0	0
ENSG00000266906	1	0	0	0	0	0
ENSG00000266907	20	12	18	6	6	6
ENSG00000266908	0	0	1	0	0	0
ENSG00000266909	0	0	0	0	0	0
ENSG00000266910	5	3	9	5	4	3
ENSG00000266911	0	0	0	1	0	1
ENSG00000266912	2	3	1	1	1	2
ENSG00000266913	1	1	0	2	0	0
ENSG00000266915	0	0	0	0	0	0
ENSG00000266916	11	5	22	1	8	8
ENSG00000266918	2	2	1	1	0	1
ENSG00000266919	0	0	0	0	0	0
ENSG00000266920	19	9	16	28	19	10
ENSG00000266921	3	1	3	0	2	1
ENSG00000266922	1	0	0	0	0	0
ENSG00000266923	0	0	0	0	0	0
ENSG00000266924	0	0	0	0	0	0
ENSG00000266925	0	0	0	0	0	0
ENSG00000266926	0	1	3	1	0	2
ENSG00000266927	1	0	2	0	0	0
ENSG00000266928	0	0	0	0	0	0
ENSG00000266929	0	0	0	0	0	0
ENSG00000266930	12	1	7	1	7	3
ENSG00000266931	0	0	0	0	0	0
ENSG00000266932	0	0	0	2	0	2
ENSG00000266933	0	0	0	0	1	0
ENSG00000266934	6	4	10	2	5	1
ENSG00000266935	3	1	0	2	0	3
ENSG00000266936	0	0	1	0	0	3
ENSG00000266938	0	0	0	0	0	0
ENSG00000266939	0	0	0	0	0	0
ENSG00000266941	2	0	1	0	0	1
ENSG00000266942	0	0	0	0	0	0
ENSG00000266943	0	0	1	1	0	2
ENSG00000266944	11	17	13	14	10	16
ENSG00000266945	0	0	0	0	0	0
ENSG00000266946	3	10	2	0	0	1
ENSG00000266947	11	10	15	4	6	6
ENSG00000266949	0	0	0	0	0	0
ENSG00000266950	1	0	0	0	0	1
ENSG00000266951	0	0	0	0	0	0
ENSG00000266952	0	1	0	0	0	0
ENSG00000266953	0	0	0	0	0	0
ENSG00000266954	3	2	1	0	3	0
ENSG00000266955	0	0	0	0	0	0
ENSG00000266956	0	0	0	0	0	0
ENSG00000266957	2	0	3	0	0	2
ENSG00000266958	0	0	0	0	0	0
ENSG00000266959	2	2	4	0	1	0
ENSG00000266960	0	0	0	0	0	0
ENSG00000266961	0	0	0	1	0	0
ENSG00000266962	4	5	10	3	6	5
ENSG00000266963	0	0	0	0	0	0
ENSG00000266964	3	2	1	1	0	2
ENSG00000266965	1	1	1	1	1	0
ENSG00000266967	28	34	61	25	35	34
ENSG00000266968	3	4	0	2	1	0
ENSG00000266969	0	0	0	0	1	0
ENSG00000266970	0	0	0	1	2	0
ENSG00000266971	0	0	0	0	0	0
ENSG00000266972	0	0	0	0	1	0
ENSG00000266973	0	0	0	0	0	0
ENSG00000266975	0	1	0	0	1	0
ENSG00000266976	1	1	1	0	0	0
ENSG00000266977	0	0	0	0	0	0
ENSG00000266978	1	0	0	1	0	0
ENSG00000266979	0	1	0	0	0	0
ENSG00000266980	4	2	2	1	0	1
ENSG00000266981	0	0	0	0	0	0
ENSG00000266982	0	0	0	0	0	0
ENSG00000266983	1	3	5	1	0	1
ENSG00000266984	0	0	0	1	1	0
ENSG00000266985	0	0	0	0	0	0
ENSG00000266986	0	0	0	0	0	0
ENSG00000266987	0	1	0	0	0	0
ENSG00000266988	0	0	1	1	3	0
ENSG00000266989	0	2	1	1	1	1
ENSG00000266990	0	0	1	0	0	0
ENSG00000266992	0	0	1	0	3	2
ENSG00000266993	8	12	16	6	4	6
ENSG00000266994	0	0	0	0	0	0
ENSG00000266995	0	0	0	0	0	0
ENSG00000266996	1	0	0	0	0	0
ENSG00000266997	0	0	0	0	0	0
ENSG00000266998	0	1	4	3	0	1
ENSG00000266999	0	0	1	2	1	0
ENSG00000267000	0	0	0	0	0	0
ENSG00000267001	0	0	0	0	0	0
ENSG00000267002	16	11	22	13	10	10
ENSG00000267003	0	1	0	0	0	0
ENSG00000267004	0	0	0	0	0	1
ENSG00000267005	1	0	1	0	0	0
ENSG00000267006	0	0	0	0	0	0
ENSG00000267007	0	0	0	0	0	0
ENSG00000267009	0	0	0	0	0	2
ENSG00000267010	24	14	36	14	16	14
ENSG00000267011	1	0	2	0	0	0
ENSG00000267012	0	0	0	0	0	0
ENSG00000267013	0	0	0	0	0	0
ENSG00000267014	0	0	0	0	0	1
ENSG00000267015	0	0	0	0	0	0
ENSG00000267016	0	2	1	1	3	0
ENSG00000267017	0	0	0	0	0	0
ENSG00000267018	2	2	2	5	2	2
ENSG00000267019	0	0	0	0	0	0
ENSG00000267020	0	0	0	0	0	0
ENSG00000267021	0	0	0	0	0	0
ENSG00000267022	0	0	1	1	0	0
ENSG00000267023	136	101	154	98	92	83
ENSG00000267024	0	0	0	0	1	0
ENSG00000267025	6	3	3	2	2	7
ENSG00000267026	0	1	0	0	2	0
ENSG00000267027	0	0	0	0	0	0
ENSG00000267028	0	0	0	0	0	0
ENSG00000267029	0	0	0	0	0	0
ENSG00000267030	0	0	0	0	0	0
ENSG00000267032	0	0	0	0	0	0
ENSG00000267033	0	0	3	1	0	0
ENSG00000267034	0	0	1	0	0	0
ENSG00000267035	0	0	0	0	0	0
ENSG00000267036	0	1	0	0	1	0
ENSG00000267037	0	0	0	0	0	0
ENSG00000267038	0	0	0	0	0	0
ENSG00000267039	0	0	0	0	1	0
ENSG00000267040	7	3	15	4	2	2
ENSG00000267041	20	8	34	14	9	10
ENSG00000267042	1	0	0	0	1	0
ENSG00000267043	0	0	0	0	0	0
ENSG00000267044	0	0	1	0	0	0
ENSG00000267045	3	2	2	2	4	1
ENSG00000267046	1	0	1	1	1	0
ENSG00000267047	0	0	0	0	0	0
ENSG00000267048	1	1	3	0	1	2
ENSG00000267049	0	0	1	0	0	1
ENSG00000267050	0	0	0	0	0	0
ENSG00000267051	0	0	0	0	0	0
ENSG00000267052	0	0	0	0	1	0
ENSG00000267053	5	5	7	3	1	3
ENSG00000267054	0	0	0	1	0	0
ENSG00000267055	0	0	0	1	0	0
ENSG00000267056	2	2	3	2	5	0
ENSG00000267057	0	1	0	0	0	0
ENSG00000267058	10	9	17	3	5	12
ENSG00000267059	0	0	0	0	0	0
ENSG00000267060	4	4	10	8	5	5
ENSG00000267061	0	0	1	0	0	0
ENSG00000267062	0	0	0	0	0	0
ENSG00000267063	0	0	0	0	0	0
ENSG00000267064	1	0	4	2	1	2
ENSG00000267065	2	4	0	2	1	2
ENSG00000267066	1	0	0	1	0	0
ENSG00000267067	1	0	0	0	0	0
ENSG00000267069	1	0	0	1	2	1
ENSG00000267070	0	1	0	0	0	0
ENSG00000267071	0	0	0	0	0	0
ENSG00000267072	0	0	0	0	0	1
ENSG00000267073	0	0	0	0	0	0
ENSG00000267074	2	2	1	0	2	1
ENSG00000267075	0	0	0	0	0	1
ENSG00000267076	4	2	1	3	3	2
ENSG00000267077	0	0	1	0	0	0
ENSG00000267078	0	0	0	0	0	0
ENSG00000267079	1	0	0	1	0	0
ENSG00000267080	49	20	72	40	28	43
ENSG00000267081	0	0	0	0	0	0
ENSG00000267082	6	5	4	2	2	1
ENSG00000267083	1	1	6	0	2	1
ENSG00000267084	1	2	3	2	1	4
ENSG00000267085	0	0	0	0	0	0
ENSG00000267086	0	2	2	5	2	3
ENSG00000267087	0	0	0	0	0	0
ENSG00000267088	0	1	0	0	0	0
ENSG00000267089	1	1	1	0	0	1
ENSG00000267090	0	0	0	0	0	0
ENSG00000267091	0	1	4	1	0	0
ENSG00000267092	0	0	0	0	0	0
ENSG00000267093	0	0	0	0	0	0
ENSG00000267094	0	0	0	0	0	0
ENSG00000267095	0	0	0	0	0	0
ENSG00000267096	3	6	3	5	3	7
ENSG00000267097	0	0	2	0	2	0
ENSG00000267098	0	0	0	0	0	0
ENSG00000267099	0	0	0	0	1	0
ENSG00000267100	67	60	136	56	52	96
ENSG00000267101	0	0	0	0	0	0
ENSG00000267102	5	0	4	0	4	2
ENSG00000267104	0	0	0	1	0	0
ENSG00000267105	0	0	0	2	0	1
ENSG00000267106	45	24	44	31	31	38
ENSG00000267107	12	43	9	14	25	6
ENSG00000267108	1	0	0	2	1	0
ENSG00000267109	0	0	0	0	0	0
ENSG00000267110	0	0	0	0	0	0
ENSG00000267112	0	0	3	0	0	0
ENSG00000267113	4	2	2	1	1	1
ENSG00000267114	2	0	1	1	0	2
ENSG00000267115	2	0	3	0	1	4
ENSG00000267116	5	3	7	0	1	3
ENSG00000267117	0	1	4	0	0	1
ENSG00000267118	0	0	0	0	0	0
ENSG00000267119	17	7	18	10	9	15
ENSG00000267120	0	0	0	0	0	0
ENSG00000267121	21	14	14	19	12	12
ENSG00000267122	0	0	1	0	1	1
ENSG00000267123	0	0	1	0	0	0
ENSG00000267124	0	0	0	0	0	0
ENSG00000267125	0	0	0	0	0	0
ENSG00000267126	0	0	0	0	0	0
ENSG00000267127	5	8	2	3	6	5
ENSG00000267128	1	5	6	4	9	5
ENSG00000267129	0	0	0	0	0	0
ENSG00000267130	0	3	2	1	0	1
ENSG00000267131	5	2	1	1	0	0
ENSG00000267132	1	0	0	0	0	0
ENSG00000267133	0	0	0	0	0	0
ENSG00000267134	0	0	0	0	0	0
ENSG00000267135	0	0	0	0	0	0
ENSG00000267136	2	4	2	1	1	2
ENSG00000267137	0	0	0	0	0	1
ENSG00000267138	0	0	0	0	0	2
ENSG00000267139	0	0	0	0	0	0
ENSG00000267140	0	0	0	0	0	0
ENSG00000267141	4	1	1	1	0	0
ENSG00000267142	0	0	0	0	0	1
ENSG00000267143	0	0	0	1	1	0
ENSG00000267144	0	0	0	0	0	0
ENSG00000267145	0	0	0	0	0	0
ENSG00000267146	0	0	0	0	0	0
ENSG00000267147	0	0	1	0	1	1
ENSG00000267148	0	0	0	0	0	0
ENSG00000267149	1	1	2	0	1	4
ENSG00000267150	0	1	0	3	0	0
ENSG00000267151	0	0	0	0	0	0
ENSG00000267152	15	8	13	7	12	13
ENSG00000267153	4	1	6	1	0	1
ENSG00000267154	0	0	0	0	0	0
ENSG00000267156	31	4	38	9	12	15
ENSG00000267157	0	0	0	0	0	0
ENSG00000267159	0	0	0	0	0	0
ENSG00000267160	0	0	0	1	0	0
ENSG00000267161	4	2	6	4	2	1
ENSG00000267162	0	1	0	0	0	0
ENSG00000267163	2	4	1	1	0	2
ENSG00000267165	0	0	0	0	0	0
ENSG00000267166	0	1	0	0	0	0
ENSG00000267167	3	3	6	2	3	4
ENSG00000267168	0	0	0	0	0	0
ENSG00000267169	24	7	14	18	17	16
ENSG00000267170	18	12	17	18	15	7
ENSG00000267172	0	0	0	0	0	0
ENSG00000267173	0	0	0	0	0	0
ENSG00000267174	0	1	1	0	0	0
ENSG00000267175	0	0	0	0	0	0
ENSG00000267177	0	0	0	0	0	1
ENSG00000267178	3	0	2	1	1	0
ENSG00000267179	1	1	2	0	1	1
ENSG00000267180	0	0	0	0	0	0
ENSG00000267181	0	0	0	0	0	0
ENSG00000267182	0	1	0	0	1	1
ENSG00000267183	9	1	9	4	1	1
ENSG00000267184	1	1	1	1	1	1
ENSG00000267185	79	46	84	54	45	39
ENSG00000267186	0	0	0	0	0	0
ENSG00000267187	0	0	0	0	0	0
ENSG00000267188	0	0	0	0	0	0
ENSG00000267189	0	0	0	0	0	0
ENSG00000267190	0	0	0	0	0	0
ENSG00000267191	2	3	4	2	1	3
ENSG00000267192	1	1	2	1	0	0
ENSG00000267193	17	4	6	11	6	7
ENSG00000267194	23	10	69	5	10	35
ENSG00000267195	0	0	0	0	0	0
ENSG00000267196	0	1	0	0	0	0
ENSG00000267197	3	1	2	2	1	0
ENSG00000267198	0	0	2	0	2	0
ENSG00000267199	11	4	3	10	5	5
ENSG00000267200	0	0	0	0	1	0
ENSG00000267201	0	0	0	0	0	0
ENSG00000267202	0	0	0	0	0	0
ENSG00000267203	0	0	1	0	0	1
ENSG00000267204	1	0	0	0	0	0
ENSG00000267205	0	0	0	0	0	0
ENSG00000267206	3	1	0	2	1	0
ENSG00000267207	0	0	0	0	0	0
ENSG00000267208	0	0	0	0	0	0
ENSG00000267209	0	0	0	0	0	0
ENSG00000267211	0	0	0	0	0	0
ENSG00000267212	0	2	1	0	1	0
ENSG00000267213	4	0	5	4	2	1
ENSG00000267214	0	0	1	0	0	0
ENSG00000267215	0	0	0	0	1	0
ENSG00000267216	0	1	6	1	1	3
ENSG00000267218	28	1	2	7	1	6
ENSG00000267219	2	2	10	2	4	1
ENSG00000267220	0	0	0	0	0	0
ENSG00000267221	3	6	12	4	5	5
ENSG00000267222	0	1	1	1	0	0
ENSG00000267223	0	0	0	0	0	0
ENSG00000267224	0	0	0	0	0	0
ENSG00000267225	0	1	0	0	0	0
ENSG00000267226	5	4	3	2	5	1
ENSG00000267227	0	0	0	0	0	0
ENSG00000267228	0	1	0	0	0	0
ENSG00000267229	0	0	0	0	0	0
ENSG00000267230	1	3	2	0	1	2
ENSG00000267231	0	0	1	1	0	0
ENSG00000267232	0	0	0	0	0	0
ENSG00000267233	2	1	0	0	1	0
ENSG00000267234	0	0	0	0	0	0
ENSG00000267235	0	0	0	0	0	0
ENSG00000267237	0	0	0	0	0	0
ENSG00000267238	0	0	0	0	0	0
ENSG00000267239	1	0	0	1	0	0
ENSG00000267240	0	0	0	0	0	0
ENSG00000267241	0	0	1	0	0	0
ENSG00000267242	14	3	9	16	2	3
ENSG00000267243	0	0	0	0	0	0
ENSG00000267244	17	7	22	15	8	18
ENSG00000267245	0	0	0	0	0	0
ENSG00000267246	0	1	1	0	0	0
ENSG00000267247	0	0	0	0	0	0
ENSG00000267248	5	7	18	7	2	11
ENSG00000267249	4	2	5	0	4	3
ENSG00000267250	0	0	0	0	0	0
ENSG00000267251	8	2	0	3	7	2
ENSG00000267252	0	0	0	0	0	0
ENSG00000267253	20	14	16	12	13	8
ENSG00000267254	17	9	14	3	13	12
ENSG00000267255	1	1	1	2	0	0
ENSG00000267256	0	0	0	0	0	0
ENSG00000267257	0	0	1	0	0	0
ENSG00000267258	1	0	1	0	0	0
ENSG00000267259	58	15	14	15	11	7
ENSG00000267260	2	0	0	0	0	2
ENSG00000267261	0	0	0	0	0	0
ENSG00000267262	0	0	1	0	1	1
ENSG00000267263	0	0	0	1	0	0
ENSG00000267264	3	1	0	0	1	3
ENSG00000267265	3	6	25	8	8	11
ENSG00000267267	0	0	0	0	0	0
ENSG00000267268	0	0	1	0	0	0
ENSG00000267269	0	0	0	0	0	0
ENSG00000267270	9	12	12	2	9	9
ENSG00000267271	0	0	0	0	0	0
ENSG00000267272	1	0	2	2	2	1
ENSG00000267273	2	0	1	0	1	1
ENSG00000267274	5	1	7	0	1	4
ENSG00000267275	0	0	0	0	0	0
ENSG00000267277	3	2	3	1	2	2
ENSG00000267278	21	25	41	10	19	30
ENSG00000267279	2	0	0	0	0	0
ENSG00000267280	29	4	14	7	8	26
ENSG00000267281	3	5	5	5	5	3
ENSG00000267282	2	1	2	3	1	4
ENSG00000267283	8	4	9	7	10	6
ENSG00000267284	0	0	0	0	1	0
ENSG00000267285	0	0	0	0	0	0
ENSG00000267286	0	0	0	0	0	0
ENSG00000267287	6	4	5	6	4	3
ENSG00000267288	0	0	1	1	0	1
ENSG00000267289	1	0	0	0	0	1
ENSG00000267290	0	0	0	0	0	0
ENSG00000267291	0	0	0	0	0	0
ENSG00000267292	0	0	1	0	0	0
ENSG00000267293	3	4	2	4	2	2
ENSG00000267294	0	0	0	0	0	0
ENSG00000267295	0	0	0	1	0	0
ENSG00000267296	5	7	18	4	10	20
ENSG00000267297	0	0	0	0	0	0
ENSG00000267298	0	0	1	0	0	0
ENSG00000267299	1	1	0	0	0	0
ENSG00000267301	0	2	2	3	0	4
ENSG00000267302	1	1	2	1	0	0
ENSG00000267303	0	0	0	0	0	0
ENSG00000267304	0	1	0	2	0	2
ENSG00000267305	0	0	0	0	0	0
ENSG00000267306	0	0	0	0	0	0
ENSG00000267308	0	0	0	0	0	0
ENSG00000267309	6	1	6	3	3	3
ENSG00000267310	0	0	0	0	0	0
ENSG00000267311	1	0	0	0	0	0
ENSG00000267312	7	8	8	3	11	4
ENSG00000267313	4	1	2	1	1	1
ENSG00000267314	0	0	0	0	0	0
ENSG00000267315	18	5	13	9	5	2
ENSG00000267316	0	0	1	1	0	0
ENSG00000267317	12	5	13	7	8	11
ENSG00000267318	0	0	0	0	0	0
ENSG00000267319	0	2	0	0	0	0
ENSG00000267320	0	0	0	0	0	0
ENSG00000267321	19	14	38	22	18	22
ENSG00000267322	3	1	2	3	1	1
ENSG00000267323	0	1	1	0	1	1
ENSG00000267324	0	0	1	1	1	0
ENSG00000267325	0	1	0	0	0	0
ENSG00000267326	3	1	2	4	3	1
ENSG00000267327	0	0	0	0	0	0
ENSG00000267328	0	0	0	0	0	0
ENSG00000267329	0	0	0	0	0	0
ENSG00000267330	0	0	0	0	0	0
ENSG00000267332	1	3	3	0	0	1
ENSG00000267333	1	0	0	1	0	2
ENSG00000267334	0	0	0	0	0	0
ENSG00000267335	0	0	0	0	0	0
ENSG00000267336	21	16	49	24	17	23
ENSG00000267337	1	0	0	1	0	0
ENSG00000267338	0	0	2	0	0	0
ENSG00000267339	0	0	0	0	0	0
ENSG00000267340	4	1	3	2	1	0
ENSG00000267341	0	0	0	0	0	0
ENSG00000267342	4	3	6	1	3	4
ENSG00000267343	0	0	0	0	0	0
ENSG00000267344	3	0	9	7	0	4
ENSG00000267345	3	0	1	0	0	1
ENSG00000267346	1	0	0	0	0	2
ENSG00000267347	0	0	0	0	0	0
ENSG00000267348	2	3	10	3	4	1
ENSG00000267349	0	0	0	0	0	0
ENSG00000267350	65	50	66	40	37	45
ENSG00000267351	0	0	0	0	0	0
ENSG00000267352	16	10	21	10	11	12
ENSG00000267353	0	0	0	0	0	0
ENSG00000267354	1	0	0	0	1	0
ENSG00000267355	2	1	9	4	2	4
ENSG00000267356	2	0	2	0	0	0
ENSG00000267357	0	0	0	0	0	0
ENSG00000267359	0	0	0	0	0	0
ENSG00000267360	0	0	1	0	0	1
ENSG00000267361	1	0	0	0	0	0
ENSG00000267362	0	0	0	0	0	0
ENSG00000267363	0	0	0	0	0	0
ENSG00000267364	1	2	0	1	1	2
ENSG00000267365	1	10	10	3	3	5
ENSG00000267366	1	2	2	1	0	2
ENSG00000267367	0	0	0	0	0	0
ENSG00000267368	0	0	0	0	0	0
ENSG00000267369	3	5	4	11	3	6
ENSG00000267370	13	8	22	8	5	14
ENSG00000267371	0	0	0	1	0	0
ENSG00000267372	0	0	0	1	1	0
ENSG00000267373	0	0	0	0	0	0
ENSG00000267374	0	0	0	0	0	0
ENSG00000267375	0	0	0	0	0	1
ENSG00000267376	0	0	0	0	0	0
ENSG00000267377	0	0	0	0	0	0
ENSG00000267378	0	0	0	0	0	0
ENSG00000267379	0	0	0	0	0	0
ENSG00000267380	0	0	0	0	0	0
ENSG00000267381	8	3	10	5	7	4
ENSG00000267382	0	0	0	0	1	0
ENSG00000267383	6	6	3	2	7	2
ENSG00000267384	0	0	3	1	1	0
ENSG00000267385	15	0	7	9	3	5
ENSG00000267386	0	0	0	0	0	0
ENSG00000267387	1	1	2	0	1	1
ENSG00000267388	0	0	1	0	0	0
ENSG00000267389	0	0	0	0	0	0
ENSG00000267390	2	2	9	2	2	5
ENSG00000267391	0	0	0	0	0	0
ENSG00000267392	0	0	0	0	0	0
ENSG00000267393	0	1	0	0	1	0
ENSG00000267394	1	1	3	2	0	0
ENSG00000267395	8	10	24	7	11	9
ENSG00000267396	0	0	0	0	0	0
ENSG00000267397	0	0	2	0	0	0
ENSG00000267398	0	0	1	0	0	0
ENSG00000267399	0	0	0	0	0	0
ENSG00000267400	1	0	0	0	0	0
ENSG00000267401	0	0	0	0	0	0
ENSG00000267402	0	0	0	0	0	0
ENSG00000267404	2	2	1	1	1	0
ENSG00000267405	41	4	18	41	22	7
ENSG00000267406	0	0	0	0	0	0
ENSG00000267407	0	0	1	1	0	0
ENSG00000267408	0	0	2	0	1	0
ENSG00000267409	0	0	0	0	0	0
ENSG00000267412	0	1	1	0	0	0
ENSG00000267413	0	0	0	0	0	2
ENSG00000267414	19	5	16	17	15	16
ENSG00000267415	0	0	0	0	0	0
ENSG00000267416	1	0	0	0	0	0
ENSG00000267417	1	1	2	0	0	0
ENSG00000267418	0	5	0	1	0	2
ENSG00000267419	7	4	10	4	6	2
ENSG00000267420	0	0	0	0	0	0
ENSG00000267421	1	1	8	1	0	0
ENSG00000267422	47	20	52	23	24	11
ENSG00000267423	0	0	0	0	0	0
ENSG00000267424	0	0	0	0	0	0
ENSG00000267425	0	0	0	0	0	0
ENSG00000267426	0	0	0	0	0	0
ENSG00000267427	237	109	188	161	116	128
ENSG00000267428	0	0	0	0	0	0
ENSG00000267429	0	0	0	0	0	0
ENSG00000267430	2	0	0	0	0	2
ENSG00000267431	0	0	0	0	0	0
ENSG00000267432	1	0	0	0	0	0
ENSG00000267433	0	0	0	0	0	0
ENSG00000267434	0	0	0	0	0	0
ENSG00000267436	0	0	0	0	0	0
ENSG00000267437	0	0	0	0	0	0
ENSG00000267438	0	0	0	0	0	0
ENSG00000267439	1	1	3	4	1	4
ENSG00000267440	0	0	0	0	0	2
ENSG00000267441	0	0	0	0	0	0
ENSG00000267443	0	0	0	0	0	0
ENSG00000267444	0	0	0	0	0	1
ENSG00000267445	0	0	0	0	0	0
ENSG00000267446	0	0	0	1	1	0
ENSG00000267447	0	0	0	0	0	0
ENSG00000267448	0	0	0	0	0	0
ENSG00000267449	0	0	0	0	1	0
ENSG00000267450	0	0	1	0	0	0
ENSG00000267451	0	0	0	0	0	0
ENSG00000267452	0	0	2	0	0	0
ENSG00000267453	1	0	2	0	0	0
ENSG00000267454	15	9	22	12	7	17
ENSG00000267455	0	0	0	0	0	0
ENSG00000267456	0	0	1	0	0	0
ENSG00000267457	0	0	0	0	0	1
ENSG00000267458	0	0	0	0	0	0
ENSG00000267459	0	0	0	0	0	0
ENSG00000267460	0	0	0	1	0	0
ENSG00000267461	0	0	1	0	0	0
ENSG00000267462	0	0	0	0	0	0
ENSG00000267463	0	0	0	0	0	0
ENSG00000267464	0	0	0	0	0	0
ENSG00000267465	0	0	0	0	0	0
ENSG00000267466	108	2	3	59	33	2
ENSG00000267467	0	0	0	0	0	0
ENSG00000267468	0	0	0	0	0	0
ENSG00000267469	0	0	0	0	0	0
ENSG00000267470	6	11	13	8	10	12
ENSG00000267471	0	0	0	0	0	0
ENSG00000267472	1	1	0	0	0	0
ENSG00000267473	3	3	0	5	5	1
ENSG00000267474	0	2	1	0	4	2
ENSG00000267475	9	1	2	3	2	0
ENSG00000267476	1	2	0	0	0	1
ENSG00000267477	0	0	0	0	0	0
ENSG00000267478	0	2	0	3	1	3
ENSG00000267479	0	0	0	0	0	0
ENSG00000267480	1	2	3	1	6	0
ENSG00000267481	18	15	30	7	7	21
ENSG00000267482	0	0	0	0	0	0
ENSG00000267483	0	0	0	0	0	0
ENSG00000267484	0	0	0	0	0	0
ENSG00000267485	0	0	0	0	0	0
ENSG00000267486	0	1	0	2	0	1
ENSG00000267487	0	0	0	0	0	0
ENSG00000267488	1	0	0	0	0	0
ENSG00000267489	0	0	0	0	0	0
ENSG00000267490	0	1	0	0	0	0
ENSG00000267491	0	0	0	0	1	0
ENSG00000267492	0	0	0	0	0	0
ENSG00000267493	2	5	10	5	4	8
ENSG00000267494	0	0	0	0	0	0
ENSG00000267496	0	0	0	0	0	0
ENSG00000267497	0	2	7	0	1	0
ENSG00000267498	0	0	0	0	2	1
ENSG00000267499	0	0	0	0	0	0
ENSG00000267500	1	1	4	0	2	1
ENSG00000267501	3	1	1	1	1	0
ENSG00000267502	0	0	0	0	0	0
ENSG00000267503	0	1	1	0	0	0
ENSG00000267504	4	28	13	0	11	9
ENSG00000267505	36	6	9	38	39	14
ENSG00000267506	276	0	12	141	48	6
ENSG00000267507	0	0	1	2	1	0
ENSG00000267508	16	16	28	8	16	17
ENSG00000267509	0	0	0	0	0	0
ENSG00000267510	3	2	0	1	4	0
ENSG00000267511	0	0	0	0	0	0
ENSG00000267512	0	0	0	0	0	0
ENSG00000267513	0	0	0	0	0	0
ENSG00000267514	0	0	0	0	0	0
ENSG00000267515	0	4	1	1	0	0
ENSG00000267516	0	0	0	0	0	0
ENSG00000267517	0	0	0	0	1	0
ENSG00000267518	0	0	0	0	0	1
ENSG00000267519	45	144	66	69	150	52
ENSG00000267520	0	0	0	0	0	0
ENSG00000267521	0	0	0	0	0	0
ENSG00000267522	0	0	0	0	0	0
ENSG00000267523	18	9	24	22	16	13
ENSG00000267524	0	0	0	0	0	0
